1	80.22087634494503
2	88.3820727860315
2	112.23141123140114
2	112.2649192410875
1	120.13635593509018
2	136.0757583897216
2	136.1367839357427
2	136.19215201339188
2	136.23979930399508
2	136.25455761232377
2	136.26679640766557
2	136.32739792888552
2	136.40882794026487
2	136.46494792950656
2	136.53232061845344
2	136.60033704332227
1	150.12817959608762
1	150.18474719195333
2	159.95609097918336
2	160.01088590703105
1	160.5072658072373
1	180.61551744979812
2	183.82392722808137
2	183.8254012150173
2	184.04273165751823
2	184.06586241548538
2	184.16044064411463
2	184.24251000778102
1	200.11833721570866
2	207.61277359654474
2	207.64338620198586
2	207.73388766332
1	230.64981413940862
1	250.0795830817286
1	250.9618796969524
1	251.07429963087944
2	255.36354051868352
2	279.18532650680174
2	279.23795651764044
